Ag1Br1_52246.cif,2.013035
Ag1Br2Cs1_150301.cif,3.329072
Ag1Br2Cs1_150302.cif,3.096206
Ag1Br3Cs2_150288.cif,4.042447
Ag1Br3Rb2_150287.cif,3.950965
Ag1Br5Pb2_300100.cif,3.050442
Ag1C1F3O3S1_183643.cif,4.554208
Ag1C1H3N2_169135.cif,3.381309
Ag1C1K1O3_26632.cif,3.740377
Ag1C1N1O1_23832.cif,3.649499
Ag1C1N1O1_23833.cif,4.259021
Ag1C1N1O1_260378.cif,2.543806
Ag1C1N1S1_159137.cif,3.82678
Ag1C1N1S1_201359.cif,3.680051
Ag1C1N1_85783.cif,4.286318
Ag1C1N3O2_408288.cif,3.704054
Ag1C2Cl2F6N2Sb1_64638.cif,4.484769
Ag1C2Cs1_410873.cif,3.472215
Ag1C2H1N2O1Pb1S1_427447.cif,2.160619
Ag1C2K1_410874.cif,3.371901
Ag1C2Li1_410868.cif,2.280355
Ag1C2N2Na1_65697.cif,3.766462
Ag1C2O2_109770.cif,2.428665
Ag1C4Co1O4_31388.cif,3.537611
Ag1C4N3_43823.cif,4.67318
Ag1C5Cs2N5S5Zn1_280771.cif,4.333575
Ag1Ca1P1_10016.cif,0.19187
Ag1Ca1Sb1_56982.cif,0.367644
Ag1Cd1O4V1_401350.cif,3.433337
Ag1Cd2Ga1S4_170108.cif,2.092385
Ag1Cl1O2_16717.cif,2.202747
Ag1Cl1O2_68486.cif,2.182708
Ag1Cl1O3_30227.cif,4.20993
Ag1Cl1O4Pb4_68309.cif,3.194673
Ag1Cl1O4_100280.cif,4.604647
Ag1Cl1O4_185364.cif,4.923812
Ag1Cl1O4_33568.cif,4.446148
Ag1Cl1_56539.cif,2.405207
Ag1Cl1_56541.cif,2.408414
Ag1Cl1_56544.cif,1.824397
Ag1Cl2Cs1_150299.cif,3.729877
Ag1Cl2Cs1_150300.cif,3.657946
Ag1Cl3Cs1_66067.cif,0.021304
Ag1Cl3Rb2_280031.cif,4.404322
Ag1Co1O2_246157.cif,1.440709
Ag1Co1O4P1_100520.cif,3.413494
Ag1Cr1O2_25624.cif,2.899923
Ag1Cr1P2S6_36456.cif,1.938362
Ag1Cr1S2_24797.cif,1.482975
Ag1Cr1Te2_605002.cif,0.193409
Ag1Cr2H4O10Sc1_156676.cif,2.302291
Ag1Cr3O8_155507.cif,1.94489
Ag1Cs1N2O6_280069.cif,4.439147
Ag1Cs1O1_25745.cif,2.74904
Ag1Cs1O1_40160.cif,2.752381
Ag1Cs1O1_49754.cif,2.745141
Ag1Cs1P1Se3_165361.cif,2.313418
Ag1Cs1Se4_87464.cif,2.052412
Ag1Cs2F4_155817.cif,2.345506
Ag1Cs2F6K1_16783.cif,2.764934
Ag1Cs2I3_150291.cif,3.746489
Ag1Cs2Nb1S4_84293.cif,3.142943
Ag1Cs2Nb1Se4_50464.cif,2.645324
Ag1Cs2S4Sb1_55366.cif,2.491449
Ag1Cs2S4Ta1_84296.cif,3.511571
Ag1Cs2S4V1_50460.cif,2.204025
Ag1Cs5O9Si3_51508.cif,4.322567
Ag1Cu1F3_174407.cif,3.753582
Ag1Cu1O4P1_165596.cif,2.157499
Ag1Cu1O4V1_419202.cif,2.666034
Ag1Cu1S1_251148.cif,1.282233
Ag1Cu1S1_30233.cif,1.251828
Ag1Cu1S1_66581.cif,1.399464
Ag1Cu2P1S4_195307.cif,2.390277
Ag1F10P1Xe2_412662.cif,2.044617
Ag1F11Na1Zr2_65179.cif,2.957515
Ag1F11Pd1Zr2_65181.cif,2.780484
Ag1F12Sb2_65186.cif,2.81117
Ag1F12Ta2_62543.cif,2.81117
Ag1F1S1Sr1_183709.cif,2.312078
Ag1F1Se1Sr1_183710.cif,2.039965
Ag1F1Sr1Te1_183711.cif,2.138427
Ag1F1_18008.cif,1.25455
Ag1F3Zn1_28950.cif,3.579519
Ag1F4H8Mn1O4_74965.cif,1.751207
Ag1F4K1_72715.cif,3.719233
Ag1F4K2_421461.cif,2.897303
Ag1F4Na1_9903.cif,3.337537
Ag1F4Na2_425149.cif,2.949394
Ag1F6Pd1_51507.cif,2.197446
Ag1F6Sb1_411795.cif,3.538918
Ag1F6Sn1_51505.cif,2.664888
Ag1F6Ti1_51506.cif,2.322284
Ag1F7Ir1_79880.cif,1.480644
Ag1F9Xe1_67032.cif,3.132798
Ag1Fe1O2_242114.cif,2.241361
Ag1Fe1O2_242115.cif,2.342042
Ag1Fe1O2_2786.cif,2.479446
Ag1Fe1O2_31919.cif,2.255682
Ag1Fe1O6Se2_90414.cif,2.936438
Ag1Fe1O7V2_166891.cif,2.427155
Ag1Fe2Ga1Te4_192470.cif,1.991083
Ag1Fe2S3_165661.cif,0.642846
Ag1Fe2S3_68347.cif,2.184133
Ag1Ga1O2_193540.cif,1.653232
Ag1Ga1P2Se6_71971.cif,1.390136
Ag1Ga1S2_23698.cif,1.985797
Ag1Ga1S2_92052.cif,2.036564
Ag1Ga1Se2_28748.cif,1.236868
Ag1Ga1Te2_28749.cif,0.904909
Ag1Ge1La3S7_605297.cif,2.888123
Ag1Ge2Na5S7_237455.cif,2.80012
Ag1Ge2O12P3_425869.cif,4.168307
Ag1H2Na1O4S2_418298.cif,3.243006
Ag1H2O4V1_75941.cif,3.103427
Ag1H4Mo1N1S4_236249.cif,1.972149
Ag1H4N1S4W1_84370.cif,2.431259
Ag1Hf1Rb1Te3_402632.cif,0.744525
Ag1Hg1I1S1_411772.cif,2.157059
Ag1Hg1I1S1_413827.cif,2.291369
Ag1Hg1O4V1_414429.cif,2.638469
Ag1Hg2N1O5_89685.cif,1.844451
Ag1Hg2O4P1_2208.cif,2.229886
Ag1Hg3O6Sb1_170764.cif,1.863856
Ag1I1O3_14100.cif,3.691648
Ag1I1O3_188065.cif,3.214058
Ag1I1O4_52380.cif,1.011294
Ag1I1Se3_414116.cif,2.249578
Ag1I1Te3_414117.cif,1.62115
Ag1I1_164963.cif,2.488344
Ag1I1_1899.cif,2.510047
Ag1I1_28230.cif,2.456006
Ag1I1_43435.cif,0.98908
Ag1I1_56557.cif,1.808148
Ag1I1_61540.cif,1.81418
Ag1I1_62789.cif,2.524868
Ag1I3K2_150289.cif,3.666546
Ag1I3O9Pd1_174519.cif,2.804656
Ag1I3Rb2_150290.cif,3.666182
Ag1In1O2_202429.cif,1.407334
Ag1In1O8W2_60373.cif,2.118964
Ag1In1P2S6_202185.cif,2.088778
Ag1In1P2Se6_71968.cif,1.387156
Ag1In1S2_28750.cif,1.2639
Ag1In1S2_32655.cif,0.877935
Ag1In1S2_51618.cif,1.433709
Ag1In1Se2_28751.cif,0.73799
Ag1In1Te2_104476.cif,0.714707
Ag1In5Se8_35597.cif,1.05973
Ag1In5Te8_151871.cif,0.912684
Ag1K1N2O6_100711.cif,4.197526
Ag1K1O1_24818.cif,2.805628
Ag1K1O1_25744.cif,2.803897
Ag1K1O1_40154.cif,2.809626
Ag1K1O6P2_73813.cif,4.693617
Ag1K1Se1_52586.cif,1.368491
Ag1K2Nb1S4_84292.cif,3.03595
Ag1K2P1_402572.cif,1.845227
Ag1K2S4Sb1_82144.cif,2.074138
Ag1K2S4Ta1_84294.cif,3.379195
Ag1K2S4V1_66840.cif,2.279966
Ag1K2Sb1_1155.cif,1.732413
Ag1K2Se4V1_50461.cif,1.874215
Ag1K3Se8Sn3_416330.cif,1.96219
Ag1La1O1S1_89020.cif,2.473914
Ag1La1O4Ti1_78719.cif,3.057938
Ag1La3S7Si1_409845.cif,2.875283
Ag1La3S7Sn1_417316.cif,2.881473
Ag1La3Se7Si1_418059.cif,2.443941
Ag1La3Se7Si1_83933.cif,2.493373
Ag1La3Se7Sn1_417803.cif,2.04707
Ag1Li2Sb1_52589.cif,0.870991
Ag1Lu1O2_246823.cif,3.50209
Ag1Lu1Se2_605535.cif,2.075284
Ag1Mg1O4V1_239747.cif,3.551923
Ag1Mg1Sb1_187151.cif,0.360095
Ag1Mn1O4P1_420703.cif,3.305978
Ag1Mn1O4V1_193218.cif,3.040452
Ag1Mn1O4_30200.cif,1.069216
Ag1N1O2_23891.cif,3.325447
Ag1N1O3_1685.cif,3.669108
Ag1N1O3_201605.cif,3.645899
Ag1N1O3_35157.cif,3.623656
Ag1N1O3_374.cif,3.468997
Ag1N2Na1O4_200377.cif,4.027926
Ag1N2O6Rb1_100713.cif,4.247861
Ag1N3_183201.cif,2.713634
Ag1N3_27135.cif,2.775649
Ag1Na1O1_40153.cif,2.402114
Ag1Na1O1_49752.cif,2.354542
Ag1Na1O3S2_418297.cif,3.95316
Ag1Na2Sb1_10010.cif,1.108
Ag1Na3O2_24817.cif,2.306442
Ag1Na3S2_201800.cif,3.272071
Ag1Nb1O3_182047.cif,2.936949
Ag1Nb1O3_55643.cif,2.940329
Ag1Nb1O3_55647.cif,2.052807
Ag1Nb1O3_55649.cif,2.606289
Ag1Nb1Rb2S4_50463.cif,3.090945
Ag1Nb1Rb2Se4_402423.cif,2.57987
Ag1Nb3O8_67244.cif,2.848962
Ag1O1Rb1_40155.cif,2.769287
Ag1O1Rb1_49753.cif,2.715988
Ag1O1_202055.cif,0.856
Ag1O1_43741.cif,0.818282
Ag1O2Rh1_261561.cif,2.109262
Ag1O2Sc1_422442.cif,3.533055
Ag1O3P1_15436.cif,3.788802
Ag1O3Sb1_245292.cif,1.585515
Ag1O3Sb1_25541.cif,1.672013
Ag1O3Ta1_40830.cif,3.15123
Ag1O3Ta1_40831.cif,3.163197
Ag1O3Te1_415471.cif,2.654461
Ag1O3V1_50645.cif,2.984402
Ag1O3V1_82079.cif,2.386002
Ag1O4P1Zn1_260974.cif,3.558443
Ag1O4Re1_280086.cif,3.077374
Ag1O4Tc1_281321.cif,2.925856
Ag1O5Se1V1_417773.cif,1.564451
Ag1O5Te1V1_417774.cif,3.214169
Ag1P15_239083.cif,1.774323
Ag1P1Rb2S4_427977.cif,3.297518
Ag1P1S3_30531.cif,2.277826
Ag1P1S4Zn1_48197.cif,3.366781
Ag1P1Sr1_52596.cif,0.844425
Ag1P2S6Sc1_63273.cif,3.090082
Ag1P2Sc1Se6_195336.cif,2.492782
Ag1P2Se6V1_68143.cif,1.161688
Ag1P2_35283.cif,1.378546
Ag1Pb1S3Sb1_24257.cif,1.557504
Ag1Rb1Se4_87463.cif,1.949364
Ag1Rb2S4Sb1_82146.cif,2.45492
Ag1Rb2S4Ta1_84295.cif,3.462573
Ag1Rb2S4V1_66841.cif,2.296546
Ag1Rb2Se4V1_50462.cif,1.753126
Ag1Rb3Se8Sn3_416294.cif,2.013179
Ag1S2Sb1_16578.cif,2.070762
Ag1S2Sb1_56836.cif,2.054733
Ag1S2Sb1_85130.cif,2.060183
Ag1S3Ta1_73804.cif,0.415099
Ag1S3Ta1_74442.cif,0.416126
Ag1Sc1Se2_155115.cif,1.546012
Ag1Sc1Se2_605797.cif,1.678019
Ag1Se2Y1_605836.cif,2.074444
Ag1Te2Y1_154792.cif,1.525024
Ag2Al2Bi2Cl8S3_428725.cif,2.785359
Ag2As1Cs1S3_421091.cif,2.533825
Ag2As1K1O4_409793.cif,1.711205
Ag2As1O6V1_425757.cif,2.385534
Ag2As1S2_192166.cif,1.314572
Ag2Ba1Cu1O8V2_422132.cif,2.851663
Ag2Ba1Ge1S4_10040.cif,1.633857
Ag2Ba1Ge1Se4_411405.cif,0.962017
Ag2Ba1Hg2O4_40835.cif,2.105166
Ag2Ba1Mn1O8V2_408193.cif,3.400922
Ag2Ba1S2_50183.cif,1.939344
Ag2Ba1S4Sn1_41898.cif,1.366827
Ag2Ba1Se4Sn1_170856.cif,0.862569
Ag2Ba1Te2_246048.cif,1.359284
Ag2Bi1Cs1S3_93372.cif,1.683501
Ag2Bi1O3_415959.cif,1.129547
Ag2Bi1O3_415960.cif,1.186643
Ag2Bi2Cl2S3_412076.cif,2.501266
Ag2Br1N1O3_1311.cif,3.176511
Ag2Br6Hg7P8_171256.cif,1.445563
Ag2C1N2_411091.cif,2.184969
Ag2C1O3_281040.cif,1.957255
Ag2C1O3_93988.cif,2.225142
Ag2C2O4_109602.cif,3.823517
Ag2C2O4_109603.cif,3.865693
Ag2C4Cs1Cu1N4_415572.cif,3.606686
Ag2C4Cu1K1N4_415570.cif,3.363005
Ag2C4Cu1N4Rb1_415571.cif,3.600362
Ag2C5Fe1N6O1_427798.cif,2.767057
Ag2Ca1O12V4_161369.cif,2.8726
Ag2Cd1Ge1S4_152753.cif,1.578331
Ag2Cd1Ge1S4_423404.cif,1.824434
Ag2Cd1I4_190587.cif,2.886769
Ag2Cl1N1O3_8013.cif,3.296601
Ag2Cl4Pd1_65239.cif,2.4244
Ag2Cr1O4_16298.cif,2.153293
Ag2Cr2O7_2433.cif,2.263689
Ag2Cs1I3_14202.cif,3.314453
Ag2Cs2S4Ti1_280645.cif,2.204082
Ag2Cs2Te4Zr1_80195.cif,2.062371
Ag2Cs3S8Sb3_55365.cif,1.841762
Ag2Cu1N4O12_413268.cif,2.978371
Ag2Cu2O3_165570.cif,2.049534
Ag2F14Zn1Zr2_422839.cif,0.85725
Ag2F1H2I1O1_32660.cif,2.51476
Ag2F1O3P1_416858.cif,2.777439
Ag2Fe1K1O8V2_194590.cif,2.867273
Ag2Fe1O8Rb1V2_194588.cif,2.907763
Ag2Fe1S4Si1_425760.cif,2.655924
Ag2Ge1In2S6_159759.cif,1.936037
Ag2Ge1In2Se6_88168.cif,1.281025
Ag2Ge1K2S4_170843.cif,2.646125
Ag2Ge1K2Se4_420014.cif,1.880177
Ag2Ge1O3_167332.cif,1.239655
Ag2Ge1O4Zn1_81328.cif,1.825308
Ag2Ge1Pb1S4_180802.cif,2.282968
Ag2Ge1Rb2S4_170844.cif,2.954077
Ag2Ge1S3_41711.cif,1.402822
Ag2H1O4P1_30503.cif,2.874943
Ag2H2Li1O10P3_69560.cif,4.306001
Ag2H3I1O6_155415.cif,2.365721
Ag2H4O6Te1_240968.cif,2.127276
Ag2H6N2O6Pd1S2_280075.cif,3.173364
Ag2Hf1S3_79251.cif,1.975055
Ag2Hg1I2S1_413300.cif,2.213423
Ag2Hg1I4_150343.cif,2.153297
Ag2Hg1I4_30264.cif,1.999088
Ag2Hg1O2_280333.cif,1.309485
Ag2Hg1S2_201713.cif,1.336487
Ag2Hg1Se4Sn1_95094.cif,0.533597
Ag2Hg2O12Te3_171006.cif,1.19755
Ag2Hg7I6P8_171257.cif,1.305034
Ag2I4Zn1_190588.cif,3.174983
Ag2I6O18Ti1_420852.cif,3.640956
Ag2In2S6Si1_159758.cif,1.996988
Ag2In2Se6Si1_154635.cif,1.353568
Ag2K1Nb1Se4_412479.cif,2.146425
Ag2K1P1S4_420033.cif,2.339999
Ag2K1S3Sb1_420015.cif,2.575568
Ag2K1S4Sb1_82143.cif,1.610489
Ag2K1Se4Ta1_412477.cif,2.454055
Ag2K2Se4Sn1_90119.cif,1.645592
Ag2La2O10Ti3_74194.cif,3.104871
Ag2Mn1O8Sr1V2_408052.cif,2.90992
Ag2Mo1O12Te4_420406.cif,2.915628
Ag2Mo1O4_36187.cif,3.490969
Ag2Mo2O7_31027.cif,2.591079
Ag2Mo3O16Te3_420405.cif,3.03254
Ag2Nb4O11_166952.cif,3.42029
Ag2Nb4O11_180731.cif,3.366296
Ag2Nb4O11_180732.cif,3.704959
Ag2Nb4O11_180733.cif,3.703001
Ag2O11Ta4_180734.cif,4.100783
Ag2O11Te4_415473.cif,1.870719
Ag2O11V4_93453.cif,1.585619
Ag2O12Sr1V4_161371.cif,3.045519
Ag2O1_173984.cif,1.121675
Ag2O2Pb1_65998.cif,2.102152
Ag2O2Pd1_51498.cif,1.145458
Ag2O2_202543.cif,0.71624
Ag2O2_69095.cif,0.846208
Ag2O3S1_4433.cif,3.5437
Ag2O3Se1_78388.cif,3.122742
Ag2O3Si1_36589.cif,2.182569
Ag2O3Te1_100694.cif,3.109046
Ag2O3Ti1_84970.cif,2.545708
Ag2O3_59193.cif,1.776609
Ag2O4S1_69096.cif,3.031638
Ag2O4Se1_413089.cif,1.84802
Ag2O4Si1Zn1_81327.cif,2.269231
Ag2O6P1V1_73580.cif,2.678355
Ag2O6Sb2_165169.cif,1.675186
Ag2O6Te2_415472.cif,2.494537
Ag2O6Te2_417354.cif,2.601691
Ag2O7P2Pb1_93967.cif,4.033985
Ag2O7P2Pd1_195299.cif,3.04552
Ag2O7S2_423166.cif,4.323809
Ag2O7Te2_416281.cif,0.28418
Ag2O7W2_31028.cif,2.614495
Ag2Rb1S4Sb1_82145.cif,1.640306
Ag2S1_262632.cif,2.04097
Ag2S1_262634.cif,0.245883
Ag2S1_262636.cif,1.96479
Ag2S1_262637.cif,2.197685
Ag2S1_98454.cif,1.677959
Ag2S3Si1_180764.cif,2.470208
Ag2S3Te1_85135.cif,2.131638
Ag2S4Si1Zn1_183705.cif,2.919359
Ag2S4Sn1Zn1_605734.cif,1.217172
Ag2Se1_261822.cif,0.180829
Ag2Se1_43242.cif,0.08121
Ag3As1O4_76969.cif,1.065766
Ag3As1S3_27841.cif,1.953895
Ag3As1S3_36352.cif,2.530117
Ag3As1S4_86227.cif,1.327752
Ag3As1Se3_2426.cif,1.433044
Ag3As2K3_32016.cif,1.815479
Ag3Au1Se2_15734.cif,0.892246
Ag3Au1Te2_15733.cif,0.629559
Ag3B1O3_32721.cif,2.194885
Ag3Br1S1_174097.cif,1.005146
Ag3C1N3O6S1_23513.cif,3.528516
Ag3C6Cd1N6Rb1_75503.cif,3.94695
Ag3C6Fe1N6_173552.cif,2.263035
Ag3C6K1Mn1N6_262503.cif,3.439095
Ag3C6K2N6Na1_59723.cif,3.829615
Ag3C6K2N6Na1_65699.cif,3.900177
Ag3Cl1Cr1O4_409541.cif,2.181977
Ag3Co2O6Sb1_174288.cif,1.48577
Ag3Cs1S2_1033.cif,1.376494
Ag3Cs1Se2_52558.cif,1.024015
Ag3Cu1S2_163982.cif,1.02206
Ag3Cu1S2_163983.cif,1.946705
Ag3F14Hf2_65178.cif,0.84505
Ag3F6Na3O6W2_262534.cif,3.915562
Ag3F8_90070.cif,2.302602
Ag3Fe1O8V2_166890.cif,2.487261
Ag3Ge3P6Sn2_52575.cif,0.488279
Ag3Ge5P6_70055.cif,0.914799
Ag3I1S1_159858.cif,1.518288
Ag3I1S1_201004.cif,1.669996
Ag3In1O8P2_245001.cif,2.877482
Ag3In2O12P3_245002.cif,2.686521
Ag3K1S2_73581.cif,2.277804
Ag3K1Se2_402643.cif,0.756635
Ag3K1Te2_402230.cif,0.886081
Ag3K3Nb2S8_412478.cif,2.837173
Ag3K3S8Ta2_412476.cif,3.194718
Ag3K3Se8Ta2_414270.cif,2.669727
Ag3Li1O2_4204.cif,1.841594
Ag3N1O3S1_25523.cif,2.461094
Ag3N1O3Se1_108857.cif,1.719867
Ag3N5O6_408802.cif,3.565115
Ag3Na1O2_9627.cif,1.799447
Ag3Na1S2_73198.cif,1.897288
Ag3O4P1_14000.cif,1.743059
Ag3O4Sb1_417675.cif,0.966061
Ag3O4V1_417470.cif,2.089914
Ag3O4V1_424347.cif,2.109137
Ag3P11_26563.cif,1.425984
Ag3P1S4_416585.cif,2.205975
Ag3P1Se4_97760.cif,1.31248
Ag3P2S8Y1_417658.cif,2.985139
Ag3P6Si3Sn2_52595.cif,0.460209
Ag3P7Sn1_411041.cif,1.085343
Ag3Rb1S2_1034.cif,1.213491
Ag3Rb1Se2_90795.cif,0.841507
Ag3Rb1Te2_90872.cif,0.953419
Ag3S3Sb1_181518.cif,1.716923
Ag3S3Sb1_33714.cif,2.233299
Ag4Cd1Ge2S7_95121.cif,1.645217
Ag4Ge1O4_78803.cif,1.007319
Ag4Ge2Hg1S7_95120.cif,1.404802
Ag4I1O4P1_245791.cif,1.837878
Ag4K2S3_863.cif,0.90703
Ag4K2Se3_54102.cif,0.685071
Ag4Mn1S6Sb2_156764.cif,2.143973
Ag4N2O2S1_23111.cif,1.981923
Ag4O4S1Te1_421880.cif,1.672023
Ag4O4Si1_418314.cif,1.806865
Ag4O5Te1_417353.cif,0.805699
Ag4P2S7_949.cif,2.794486
Ag4Rb2S3_409727.cif,0.954294
Ag5As3Cu1O11_67951.cif,1.923583
Ag5Ba2La1S6_67894.cif,2.328891
Ag5Ba2S6Y1_659302.cif,2.316321
Ag5Bi1O4_73123.cif,2.390619
Ag5Cl2P1S4_416587.cif,2.535568
Ag5Cl5Hg4P8_416360.cif,2.033874
Ag5Cs1Se3_90871.cif,0.53034
Ag5Cs1Te3_79215.cif,0.56511
Ag5Ge1O4_71897.cif,1.671092
Ag5Hg1O6Sb1_421241.cif,0.572211
Ag5I1O6_415893.cif,1.033536
Ag5O4P1Se1_420342.cif,1.367863
Ag5O4P1Te1_420343.cif,1.377387
Ag5O4Si1_165377.cif,1.451024
Ag5S4Sb1_16987.cif,1.596481
Ag6Cl1F3Mo2O7_413082.cif,3.122621
Ag6Cr1O8Si1_420804.cif,0.737362
Ag6Ge1O8S1_300179.cif,0.698811
Ag6O2_26557.cif,0.107254
Ag6O7Si2_1299.cif,1.332624
Ag6O8S1Si1_6225.cif,1.03198
Ag7F31Zr6_92446.cif,4.836982
Ag7S6Ta1_83284.cif,1.687763
Ag8Ge1Se6_10432.cif,0.671721
Ag8Se6Sn1_95093.cif,0.757444
Ag9Ge2I1O8_380303.cif,0.554334
Al0.cif,0.554334
Al12Ba20F76_261426.cif,9.118025
Al1As1Cu1O5_91551.cif,4.159026
Al1As1_185081.cif,2.153336
Al1As1_606009.cif,2.153546
Al1As2K2Na1_73280.cif,1.773953
Al1As2Li3Mo2O14_260199.cif,4.00795
Al1As2Na3_63149.cif,1.593173
Al1As3Ba3_430167.cif,1.248015
Al1As3Ca3_32727.cif,1.311858
Al1As3Cl4S5_415503.cif,3.248365
Al1As3Sr3_430165.cif,1.590066
Al1As4Ca3Na3_402309.cif,1.552175
Al1B14Li1_35336.cif,1.928283
Al1B1Ba1F2O3_291434.cif,7.924356
Al1B1Ba1F2O3_421141.cif,7.612058
Al1Ba2In1O5_33805.cif,3.35289
Al1Ba3P3_430169.cif,1.308714
Al1Ba3Sb3_32728.cif,0.983476
Al1Be1La3S7_606164.cif,3.035312
Al1Bi1Br6_414262.cif,3.565078
Al1Bi1Cl4S1_414154.cif,3.758032
Al1Bi1Cl4Se1_414155.cif,3.431199
Al1Bi1Cl4Te1_411714.cif,2.865216
Al1Bi1O3_171708.cif,3.959969
Al1Bi2Br1Cl4Se2_251017.cif,1.893011
Al1Bi2Br1Cl4Te2_174525.cif,1.516246
Al1Br1Cl4Sb2Te2_174524.cif,1.133175
Al1Br1H6O4_424555.cif,6.234452
Al1Br3N1S1_38378.cif,2.706231
Al1Br3N1Se1_82802.cif,2.645221
Al1Br3_39768.cif,5.270942
Al1Br4Cu1_165608.cif,3.820556
Al1Br7Se1_401396.cif,3.155131
Al1Br8Nb1_430984.cif,2.508346
Al1C1O1Sc1_419683.cif,1.229167
Al1C1O1Sc1_426425.cif,2.221806
Al1C3Cl2H8N1_380173.cif,6.598181
Al1Ca1Li1N2_424911.cif,4.019538
Al1Ca2Cl1F2H8O12S2_80437.cif,7.135643
Al1Ca2F7H2O1_182268.cif,8.893558
Al1Ca3N3_410579.cif,3.558871
Al1Ca3Na3Sb4_291242.cif,1.002877
Al1Ca3Sb3_36363.cif,0.794598
Al1Cd1Cl4_59173.cif,3.382704
Al1Cd1La3S7_606339.cif,3.42489
Al1Ce1O3_245267.cif,3.42489
Al1Ce1O3_245563.cif,3.658954
Al1Cl1H6O4_425880.cif,6.964871
Al1Cl3_39566.cif,6.728762
Al1Cl4Cu1_165607.cif,4.527765
Al1Cl4Cu1_35050.cif,4.380047
Al1Cl4N1S2_27210.cif,3.119265
Al1Cl4N2S2_32669.cif,2.212489
Al1Cl4Sb2Se2_428755.cif,1.71287
Al1Cl4Sb5Se5_422619.cif,1.832722
Al1Cl6I1_26510.cif,3.452698
Al1Cl6I3_26403.cif,2.690537
Al1Cl6N1S2_14181.cif,2.883206
Al1Cl7S1_35685.cif,3.989362
Al1Cl7Se1_9064.cif,2.987178
Al1Cl8Nb1_62029.cif,3.208821
Al1Cr1La3S7_606794.cif,0.858326
Al1Cs1Cu1F6_240292.cif,4.479097
Al1Cs1F4H4O2_33821.cif,8.472137
Al1Cs1F6Pd1_80909.cif,3.669237
Al1Cs1H8N4_2537.cif,4.57866
Al1Cs1Te3_300180.cif,2.067242
Al1Cs2F6Na1_41801.cif,8.961626
Al1Cs3Te3_300181.cif,2.921594
Al1Cs6K3Sb4_300152.cif,1.25775
Al1Cs6Sb3_300128.cif,1.044227
Al1Cu1F6K1_59003.cif,4.563502
Al1Cu1O2_25593.cif,3.355023
Al1Cu1O2_31368.cif,3.423551
Al1Cu1O2_95661.cif,3.502186
Al1Cu1S2_189083.cif,3.038984
Al1Cu1Se2_28734.cif,2.083205
Al1Cu1Te2_28735.cif,1.880804
Al1F3_130021.cif,9.697908
